20140430,84.2986,85.6329,84.2571,84.6629,114160200
20140501,84.4971,84.9714,83.7657,84.5714,61012000
20140502,84.6543,84.8857,84.2443,84.6200,47878600
20140505,85.8514,85.8571,84.2857,84.3057,71766800
20140506,84.9157,86.3443,84.9157,85.9714,93641104
20140507,84.6186,85.3271,83.9614,85.0357,70716096
20140508,83.9986,84.9157,83.7714,84.0357,57574300
20140509,83.6486,83.7500,82.9043,83.5057,72899400
20140512,84.6900,84.8086,83.9143,83.9271,53302200
20140513,84.8229,84.9343,84.3857,84.5714,39934300
20140514,84.8386,85.3429,84.5343,84.6329,41601000
20140515,84.1171,85.2286,84.0057,84.9571,57711500
20140516,85.3586,85.3614,83.6286,84.0900,69064096
20140519,86.3700,86.7614,85.3329,85.4071,79438800
20140520,86.3871,86.6286,85.8186,86.3586,58709000
20140521,86.6157,86.6714,86.0086,86.2614,49214900
20140522,86.7529,87.1214,86.3000,86.6571,50190000
20140523,87.7329,87.8186,86.6386,86.7500,58052400
20140527,89.3757,89.4086,87.9471,87.9829,87216496
20140528,89.1443,89.9757,89.1114,89.4314,78870400
20140529,90.7686,90.9814,89.6814,89.6929,94118496
20140530,90.4286,92.0243,89.8429,91.1400,141005200
20140602,89.8071,90.6900,88.9286,90.5657,92337696
20140603,91.0771,91.2486,89.7500,89.7800,73177296
20140604,92.1171,92.5557,90.8729,91.0629,83870496
20140605,92.4786,92.7671,91.8014,92.3143,75951400
20140606,92.2243,93.0371,92.0671,92.8429,87484600
20140609,93.7000,93.8800,91.7500,92.7000,75415000
20140610,94.2500,95.0500,93.5700,94.7300,62777000
20140611,93.8600,94.7600,93.4700,94.1300,45681000
20140612,92.2900,94.1200,91.9000,94.0400,54749000
20140613,91.2800,92.4400,90.8800,92.2000,54525000
20140616,92.2000,92.7500,91.4500,91.5100,35561000
20140617,92.0800,92.7000,91.8000,92.3100,29726000
20140618,92.1800,92.2900,91.3500,92.2700,33514000
20140619,91.8600,92.3000,91.3400,92.2900,35528000
20140620,90.9100,92.5500,90.9000,91.8500,100898000
20140623,90.8300,91.6200,90.6000,91.3200,43694000
20140624,90.2800,91.7400,90.1900,90.7500,39036000
20140625,90.3600,90.7000,89.6500,90.2100,36869000
20140626,90.9000,91.0500,89.8000,90.3700,32629000
20140627,91.9800,92.0000,90.7700,90.8200,64029000
20140630,92.9300,93.7300,92.0900,92.1000,49482300
20140701,93.5200,94.0700,93.1300,93.5200,38223000
20140702,93.4800,94.0600,93.0900,93.8700,28465000
20140703,94.0300,94.1000,93.2000,93.6700,22891800
20140707,95.9700,95.9900,94.1000,94.1400,56468000
20140708,95.3500,96.8000,93.9200,96.2700,65222000
20140709,95.3900,95.9500,94.7600,95.4400,36436000
20140710,95.0400,95.5500,93.5200,93.7600,39686000
20140711,95.2200,95.8900,94.8600,95.3600,34018000
20140714,96.4500,96.8900,95.6500,95.8600,42810000
20140715,95.3200,96.8500,95.0300,96.8000,45477900
20140716,94.7800,97.1000,94.7400,96.9700,53396300
20140717,93.0900,95.2800,92.5700,95.0300,57298000
20140718,94.4300,94.7400,93.0200,93.6200,49988000
20140721,93.9400,95.0000,93.7200,94.9900,39079000
20140722,94.7200,94.8900,94.1200,94.6800,55197000
20140723,97.1900,97.8800,95.1700,95.4200,92918000
20140724,97.0300,97.3200,96.4200,97.0400,45729000
20140725,97.6700,97.8400,96.6400,96.8500,43469000
20140728,99.0200,99.2400,97.5500,97.8200,55318000
20140729,98.3800,99.4400,98.2500,99.3300,43143000
20140730,98.1500,98.7000,97.6700,98.4400,33010000
20140731,95.6000,97.4500,95.3300,97.1600,56843000
20140801,96.1300,96.6200,94.8100,94.9000,48511000
20140804,95.5900,96.5800,95.1700,96.3700,39958000
20140805,95.1200,95.6800,94.3600,95.3600,55933000
20140806,94.9600,95.4800,94.7100,94.7500,38558000
20140807,94.4800,95.9500,94.1000,94.9300,46711000
20140808,94.7400,94.8200,93.2800,94.2600,41865000
20140811,95.9900,96.0800,94.8400,95.2700,36585000
20140812,95.9700,96.8800,95.6100,96.0400,33795000
20140813,97.2400,97.2400,96.0400,96.1500,31916000
20140814,97.5000,97.5700,96.8000,97.3300,28116000
20140815,97.9800,98.1900,96.8600,97.9000,48951000
20140818,99.1600,99.3700,97.9800,98.4900,47572000
20140819,100.5300,100.6800,99.3200,99.4100,69399000
20140820,100.5700,101.0900,99.9500,100.4400,52699000
20140821,100.5800,100.9400,100.1100,100.5700,33478000
20140822,101.3200,101.4700,100.1900,100.2900,44184000
20140825,101.5400,102.1700,101.2800,101.7900,40270000
20140826,100.8900,101.5000,100.8600,101.4200,33152000
20140827,102.1300,102.5700,100.7000,101.0200,52369000
20140828,102.2500,102.7800,101.5600,101.5900,68460000
20140829,102.5000,102.9000,102.2000,102.8600,44595000
20140902,103.3000,103.7400,102.7200,103.0600,53564000
20140903,98.9400,103.2000,98.5800,103.1000,125421000
20140904,98.1200,100.0900,97.7900,98.8500,85718000
20140905,98.9700,99.3900,98.3100,98.8000,58457000
20140908,98.3600,99.3100,98.0500,99.3000,46356700
20140909,97.9900,103.0800,96.1400,99.0800,189846304
20140910,101.0000,101.1100,97.7600,98.0100,100869600
20140911,101.4300,101.4400,99.6200,100.4100,62353100
20140912,101.6600,102.1900,101.0800,101.2100,62626100
20140915,101.6300,103.0500,101.4400,102.8100,61316500
20140916,100.8600,101.2600,98.8900,99.8000,66908100
20140917,101.5800,101.8000,100.5900,101.2700,60926500
20140918,101.7900,102.3500,101.5600,101.9300,37299400
20140919,100.9600,102.3500,100.5000,102.2900,70902400
20140922,101.0600,102.1400,100.5800,101.8000,52788400
20140923,102.6400,102.9400,100.5400,100.6000,63402200
20140924,101.7500,102.8500,101.2000,102.1600,60171800
20140925,97.8700,100.7100,97.7200,100.5100,100092000
20140926,100.7500,100.7500,98.4000,98.5300,62370500
20140929,100.1100,100.4400,98.6300,98.6500,49766300
20140930,100.7500,101.5400,100.5300,100.8100,55264100
20141001,99.1800,100.6900,98.7000,100.5900,51491300
20141002,99.9000,100.2200,98.0400,99.2700,47757800
20141003,99.6200,100.2100,99.0400,99.4400,43469600
20141006,99.6200,100.6500,99.4200,99.9500,37051200
20141007,98.7500,100.1200,98.7300,99.4300,42094200
20141008,100.8000,101.1100,98.3100,98.7600,57404700
20141009,101.0200,102.3800,100.6100,101.5400,77376496
20141010,100.7300,102.0300,100.3000,100.6900,66331600
20141013,99.8100,101.7800,99.8100,101.3300,53583400
20141014,98.7500,100.5200,98.5700,100.3900,63688600
20141015,97.5400,99.1500,95.1800,97.9700,100933600
20141016,96.2600,97.7200,95.4100,95.5500,72154496
20141017,97.6700,99.0000,96.8100,97.5000,68179696
20141020,99.7600,99.9600,98.2200,98.3200,77517296
20141021,102.4700,103.0200,101.2700,103.0200,94623904
20141022,102.9900,104.1100,102.6000,102.8400,68263104
20141023,104.8300,105.0500,103.6300,104.0800,71074704
20141024,105.2200,105.4900,104.5300,105.1800,47053900
20141027,105.1100,105.4800,104.7000,104.8500,34187700
20141028,106.7400,106.7400,105.3500,105.4000,48060900
20141029,107.3400,107.3700,106.3600,106.6500,52687900
20141030,106.9800,107.3500,105.9000,106.9600,40654800
20141031,108.0000,108.0400,107.2100,108.0100,44639300
20141103,109.4000,110.3000,108.0100,108.2200,52282600
20141104,108.6000,109.4900,107.7200,109.3600,41574400
20141105,108.8600,109.3000,108.1300,109.1000,37435900
20141106,108.7000,108.7900,107.8000,108.6000,34968500
20141107,109.0100,109.3200,108.5500,108.7500,33691500
20141110,108.8300,109.3300,108.6700,109.0200,27195500
20141111,109.7000,109.7500,108.4000,108.7000,27442300
20141112,111.2500,111.4300,109.3700,109.3800,46942400
20141113,112.8200,113.4500,111.6000,111.8000,59522900
20141114,114.1800,114.1900,111.2100,113.1500,44063600
20141117,113.9900,117.2800,113.3000,114.2700,46746700
20141118,115.4700,115.6900,113.8900,113.9400,44224000
20141119,114.6700,115.7400,113.8000,115.4400,41869200
20141120,116.3100,116.8600,114.8500,114.9100,43395500
20141121,116.4700,117.5700,116.0300,117.5100,57179300
20141124,118.6300,118.7700,116.6200,116.8500,47450800
20141125,117.6000,119.7500,117.4500,119.0700,68840400
20141126,119.0000,119.1000,117.8300,117.9400,40768300
20141128,118.9300,119.4000,118.0500,119.2700,24814400
20141201,115.0700,119.2500,111.2700,118.8100,83814000
20141202,114.6300,115.7500,112.7500,113.5000,59348900
20141203,115.9300,116.3500,115.1100,115.7500,43063400
20141204,115.4900,117.2000,115.2900,115.7700,42044500
20141205,115.0000,116.0800,114.6400,115.9900,38318900
20141208,112.4000,114.6500,111.6200,114.1000,57664900
20141209,114.1200,114.3000,109.3500,110.1900,60208000
20141210,111.9500,114.8500,111.5400,114.4100,44565300
20141211,111.6200,113.8000,111.3400,112.2600,41401700
20141212,109.7300,111.8700,109.5800,110.4600,56028100
20141215,108.2300,111.6000,106.3500,110.7000,67218096
20141216,106.7500,110.1600,106.2600,106.3700,60790700
20141217,109.4100,109.8400,106.8200,107.1200,53411800
20141218,112.6500,112.6500,110.6600,111.8700,59006200
20141219,111.7800,113.2400,111.6600,112.2600,88429800
20141222,112.9400,113.4900,111.9700,112.1600,45167500
20141223,112.5400,113.3300,112.4600,113.2300,26028400
20141224,112.0100,112.7100,112.0100,112.5800,14479600
20141226,113.9900,114.5200,112.0100,112.1000,33721000
20141229,113.9100,114.7700,113.7000,113.7900,27598900
20141230,112.5200,113.9200,112.1100,113.6400,29881500
20141231,110.3800,113.1300,110.2100,112.8200,41403400
20150102,109.3300,111.4400,107.3500,111.3900,53204600
20150105,106.2500,108.6500,105.4100,108.2900,64285500
20150106,106.2600,107.4300,104.6300,106.5400,65797100
20150107,107.7500,108.2000,106.7000,107.2000,40105900
20150108,111.8900,112.1500,108.7000,109.2300,59364500
20150109,112.0100,113.2500,110.2100,112.6700,53699500
20150112,109.2500,112.6300,108.8000,112.6000,49650800
20150113,110.2200,112.8000,108.9100,111.4300,67091900
20150114,109.8000,110.4900,108.5000,109.0400,48337000
20150115,106.8200,110.0600,106.6600,110.0000,60014000
20150116,105.9900,107.5800,105.2000,107.0300,78513296
20150120,108.7200,108.9700,106.5000,107.8400,49899900
20150121,109.5500,111.0600,108.2700,108.9500,48575900
20150122,112.4000,112.4700,109.7200,110.2600,53796400
20150123,112.9800,113.7500,111.5300,112.3000,46464800
20150126,113.1000,114.3600,112.8000,113.7400,55615000
20150127,109.1400,112.4800,109.0300,112.4200,95568704
20150128,115.3100,118.1200,115.3100,117.6300,146477104
20150129,118.9000,119.1900,115.5600,116.3200,84436400
20150130,117.1600,120.0000,116.8500,118.4000,83745504
20150202,118.6300,119.1700,116.0800,118.0500,62739100
20150203,118.6500,119.0900,117.6100,118.5000,51915700
20150204,119.5600,120.5100,118.3100,118.5000,70149696
20150205,119.9400,120.2300,119.2500,120.0200,42246200
20150206,118.9300,120.2500,118.4500,120.0200,43706600
20150209,119.7200,119.8400,118.4300,118.5500,38889800
20150210,122.0200,122.1500,120.1600,120.1700,62008500
20150211,124.8800,124.9200,122.5000,122.7700,73561800
20150212,126.4600,127.4800,125.5700,126.0600,74474496
20150213,127.0800,127.2800,125.6500,127.2800,54272200
20150217,127.8300,128.8800,126.9200,127.4900,63152400
20150218,128.7200,128.7800,127.4500,127.6300,44891700
20150219,128.4500,129.0300,128.3300,128.4800,37362400
20150220,129.5000,129.5000,128.0500,128.6200,48948400
20150223,133.0000,133.0000,129.6600,130.0200,70974096
20150224,132.1700,133.6000,131.1700,132.9400,69228096
20150225,128.7900,131.6000,128.1500,131.5600,74711696
20150226,130.4200,130.8700,126.6100,128.7900,91287504
20150227,128.4600,130.5700,128.2400,130.0000,62014800
20150302,129.0900,130.2800,128.3000,129.2500,48096700
20150303,129.3600,129.5200,128.0900,128.9600,37816300
20150304,128.5400,129.5600,128.3200,129.1000,31666300
20150305,126.4100,128.7500,125.7600,128.5800,56517100
20150306,126.6000,129.3700,126.2600,128.4000,72842096
20150309,127.1400,129.5700,125.0600,127.9600,88528496
20150310,124.5100,127.2200,123.8000,126.4100,68856600
20150311,122.2400,124.7700,122.1100,124.7500,68939000
20150312,124.4500,124.9000,121.6300,122.3100,48362700
20150313,123.5900,125.4000,122.5800,124.4000,51827300
20150316,124.9500,124.9500,122.8700,123.8800,35874300
20150317,127.0400,127.3200,125.6500,125.9000,51023100
20150318,128.4700,129.1600,126.3700,127.0000,65270900
20150319,127.5000,129.2500,127.4000,128.7500,45809500
20150320,125.9000,128.4000,125.1600,128.2500,68695104
20150323,127.2100,127.8500,126.5200,127.1200,37709700
20150324,126.6900,128.0400,126.5600,127.2300,32842300
20150325,123.3800,126.8200,123.3800,126.5400,51655200
20150326,124.2400,124.8800,122.6000,122.7600,47572900
20150327,123.2500,124.7000,122.9100,124.5700,39546200
20150330,126.3700,126.4000,124.0000,124.0500,47099700
20150331,124.4300,126.4900,124.3600,126.0900,42090600
20150401,124.2500,125.1200,123.1000,124.8200,40621400
20150402,125.3200,125.5600,124.1900,125.0300,32220100
20150406,127.3500,127.5100,124.3300,124.4700,37194000
20150407,126.0100,128.1200,125.9800,127.6400,35012300
20150408,125.6000,126.4000,124.9700,125.8500,37329200
20150409,126.5600,126.5800,124.6600,125.8500,32484000
20150410,127.1000,127.2100,125.2600,125.9500,40188000
20150413,126.8500,128.5700,126.6100,128.3700,36365100
20150414,126.3000,127.2900,125.9100,127.0000,25524600
20150415,126.7800,127.1300,126.0100,126.4100,28970400
20150416,126.1700,127.1000,126.1100,126.2800,28369000
20150417,124.7500,126.1400,124.4600,125.5500,51957000
20150420,127.6000,128.1200,125.1700,125.5700,47054300
20150421,126.9100,128.2000,126.6700,128.1000,32435100
20150422,128.6200,128.8700,126.3200,126.9900,37654500
20150423,129.6700,130.4200,128.1400,128.3000,45770900
20150424,130.2800,130.6300,129.2300,130.4900,44525900
20150427,132.6500,133.1300,131.1500,132.3100,96954200
20150428,130.5600,134.5400,129.5700,134.4600,118924000
20150429,128.6400,131.5900,128.3000,130.1600,63386100
20150430,125.1500,128.6400,124.5800,128.6400,83195400
20150501,128.9500,130.1300,125.3000,126.1000,58512600
20150504,128.7000,130.5700,128.2600,129.5000,50988300
20150505,125.8000,128.4500,125.7800,128.1500,49271400
20150506,125.0100,126.7500,123.3600,126.5600,72141000
20150507,125.2600,126.0800,124.0200,124.7700,43940900
20150508,127.6200,127.6200,126.1100,126.6800,55550400
20150511,126.3200,127.5600,125.6300,127.3900,42035800
20150512,125.8700,126.8800,124.8200,125.6000,48160000
20150513,126.0100,127.1900,125.8700,126.1500,34694200
20150514,128.9500,128.9500,127.1600,127.4100,45203500
20150515,128.7700,129.4900,128.2100,129.0700,38208000
20150518,130.1900,130.7200,128.3600,128.3800,50882900
20150519,130.0700,130.8800,129.6400,130.6900,44633200
20150520,130.0600,130.9800,129.3400,130.0000,36454900
20150521,131.3900,131.6300,129.8300,130.0700,39730400
20150522,132.5400,132.9700,131.4000,131.6000,45596000
20150526,129.6200,132.9100,129.1200,132.6000,70697600
20150527,132.0400,132.2600,130.0500,130.3400,45833200
20150528,131.7800,131.9500,131.1000,131.8600,30733300
20150529,130.2800,131.4500,129.9000,131.2300,50884500
20150601,130.5400,131.3900,130.0500,130.2800,32112800
20150602,129.9600,130.6600,129.3200,129.8600,33667600
20150603,130.1200,130.9400,129.9000,130.6600,30889400
20150604,129.3600,130.5800,128.9100,129.5800,38450100
20150605,128.6500,129.6900,128.3600,129.5000,35626800
20150608,127.8000,129.2100,126.8300,128.9000,52674800
20150609,127.4200,128.0800,125.6200,126.7000,56075400
20150610,128.8800,129.3400,127.8500,127.9200,39087300
20150611,128.5900,130.1800,128.4800,129.1800,35390900
20150612,127.1700,128.3300,127.1100,128.1900,36886200
20150615,126.9200,127.2400,125.7100,126.1000,43988900
20150616,127.6000,127.8500,126.3700,127.0300,31494100
20150617,127.3000,127.8800,126.7400,127.7200,32918100
20150618,127.8800,128.3100,127.2200,127.2300,35407200
20150619,126.6000,127.8200,126.4000,127.7100,54716900
20150622,127.6100,128.0600,127.0800,127.4900,34039300
20150623,127.0300,127.6100,126.8800,127.4800,30268900
20150624,128.1100,129.8000,127.1200,127.2100,55280900
20150625,127.5000,129.2000,127.5000,128.8600,31938100
20150626,126.7500,127.9900,126.5100,127.6700,44066800
20150629,124.5300,126.4700,124.4800,125.4600,49161400
20150630,125.4300,126.1200,124.8600,125.5700,44370700
20150701,126.6000,126.9400,125.9900,126.9000,30238800
20150702,126.4400,126.6900,125.7700,126.4300,27211000
20150706,126.0000,126.2300,124.8500,124.9400,28060400
20150707,125.6900,126.1500,123.7700,125.8900,46946800
20150708,122.5700,124.6400,122.5400,124.4800,60761600
20150709,120.0700,124.0600,119.2200,123.8500,77821600
20150710,123.2800,123.8500,121.2100,121.9400,61354500
20150713,125.6600,125.7600,124.3200,125.0300,41440500
20150714,125.6100,126.3700,125.0400,126.0400,31768100
20150715,126.8200,127.1500,125.5800,125.7200,33649200
20150716,128.5100,128.5700,127.3500,127.7400,36222400
20150717,129.6200,129.6200,128.3100,129.0800,46164700
20150720,132.0700,132.9700,130.7000,130.9700,58900200
20150721,130.7500,132.9200,130.3200,132.8500,76756400
20150722,125.2200,125.5000,121.9900,121.9900,115450600
20150723,125.1600,127.0900,125.0600,126.2000,50999500
20150724,124.5000,125.7400,123.9000,125.3200,42162300
20150727,122.7700,123.6100,122.1200,123.0900,44455500
20150728,123.3800,123.9100,122.5500,123.3800,33618100
20150729,122.9900,123.5000,122.2700,123.1500,37011700
20150730,122.3700,122.5700,121.7100,122.3200,33628300
20150731,121.3000,122.6400,120.9100,122.6000,42885000
20150803,118.4400,122.5700,117.5200,121.5000,69976000
20150804,114.6400,117.7000,113.2500,117.4200,124138600
20150805,115.4000,117.4400,112.1000,112.9500,99312600
20150806,115.1300,116.5000,114.1200,115.9700,52903000
20150807,115.5200,116.2500,114.5000,114.5800,38670400
20150810,119.7200,119.9900,116.5300,116.5300,54951600
20150811,113.4900,118.1800,113.3300,117.8100,97082800
20150812,115.2400,115.4200,109.6300,112.5300,101217504
20150813,115.1500,116.4000,114.5400,116.0400,48535800
20150814,115.9600,116.3100,114.0100,114.3200,42929500
20150817,117.1600,117.6500,115.5000,116.0400,40884700
20150818,116.5000,117.4400,116.0100,116.4300,34560700
20150819,115.0100,116.5200,114.6800,116.1000,47445700
20150820,112.6500,114.3500,111.6300,114.0800,68501600
20150821,105.7600,111.9000,105.6500,110.4300,128275504
20150824,103.1200,108.8000,92.0000,94.8700,162206304
20150825,103.7400,111.1100,103.5000,111.1100,103601600
20150826,109.6900,109.8900,105.0500,107.0900,96774600
20150827,112.9200,113.2400,110.0200,112.2300,84616096
20150828,113.2900,113.3100,111.5400,112.1700,53164400
20150831,112.7600,114.5300,112.0000,112.0300,56229300
20150901,107.7200,111.8800,107.3600,110.1500,76845904
20150902,112.3400,112.3400,109.1300,110.2300,61888800
20150903,110.3700,112.7800,110.0400,112.4900,53233900
20150904,109.2700,110.4500,108.5100,108.9700,49996300
20150908,112.3100,112.5600,110.3200,111.7500,54843600
20150909,110.1500,114.0200,109.7700,113.7600,85010800
20150910,112.5700,113.2800,109.9000,110.2700,62892800
20150911,114.2100,114.2100,111.7600,111.7900,49915500
20150914,115.3100,116.8900,114.8600,116.5800,58363400
20150915,116.2800,116.5300,114.4200,115.9300,43341200
20150916,116.4100,116.5400,115.4400,116.2500,37173500
20150917,113.9200,116.4900,113.7200,115.6600,64112600
20150918,113.4500,114.3000,111.8700,112.2100,74285296
20150921,115.2100,115.3700,113.6600,113.6700,50222000
20150922,113.4000,114.1800,112.5200,113.3800,50346200
20150923,114.3200,114.7200,113.3000,113.6300,35756700
20150924,115.0000,115.5000,112.3700,113.2500,50219500
20150925,114.7100,116.6900,114.0200,116.4400,56151900
20150928,112.4400,114.5700,112.4400,113.8500,52109000
20150929,109.0600,113.5100,107.8600,112.8300,73365400
20150930,110.3000,111.5400,108.7300,110.1700,66473000
20151001,109.5800,109.6200,107.3100,109.0700,63929100
20151002,110.3800,111.0100,107.5500,108.0100,58019800
20151005,110.7800,111.3700,109.0700,109.8800,52064700
20151006,111.3100,111.7400,109.7700,110.6300,48196800
20151007,110.7800,111.7700,109.4100,111.7400,46765600
20151008,109.5000,110.1900,108.2100,110.1900,61979600
20151009,112.1200,112.2800,109.4900,110.0000,52766100
20151012,111.6000,112.7500,111.4400,112.7300,30467200
20151013,111.7900,112.4500,110.6800,110.8200,33049300
20151014,110.2100,111.5200,109.5600,111.2900,44462400
20151015,111.8600,112.1000,110.4900,110.9300,37673500
20151016,111.0400,112.0000,110.5300,111.7800,39232600
20151019,111.7300,111.7500,110.1100,110.8000,29759200
20151020,113.7700,114.1700,110.8200,111.3400,48778800
20151021,113.7600,115.5800,113.7000,114.0000,41795200
20151022,115.5000,115.5000,114.1000,114.3300,41654100
20151023,119.0800,119.2300,116.3300,116.7000,59366900
20151026,115.2800,118.1300,114.9200,118.0800,66333800
20151027,114.5500,116.5400,113.9900,115.4000,69884400
20151028,119.2700,119.3000,116.0600,116.9300,85551400
20151029,120.5300,120.6900,118.2700,118.7000,51227300
20151030,119.5000,121.2200,119.4500,120.9900,49365300
20151102,121.1800,121.3600,119.6100,120.8000,32203300
20151103,122.5700,123.4900,120.7000,120.7900,45519000
20151104,122.0000,123.8200,121.6200,123.1300,44886100
20151105,120.9200,122.6900,120.1800,121.8500,39552700
20151106,121.0600,121.8100,120.6200,121.1100,33042300
20151109,120.5700,121.8100,120.0500,120.9600,33871400
20151110,116.7700,118.0700,116.0600,116.9000,59127900
20151111,116.1100,117.4200,115.2100,116.3700,45218000
20151112,115.7200,116.8200,115.6500,116.2600,32525600
20151113,112.3400,115.5700,112.2700,115.2000,45812400
20151116,114.1800,114.2400,111.0000,111.3800,38106700
20151117,113.6900,115.0500,113.3200,114.9200,27616900
20151118,117.2900,117.4900,115.5000,115.7600,46674700
20151119,118.7800,119.7500,116.7600,117.6400,43295800
20151120,119.3000,119.9200,118.8500,119.2000,34287100
20151123,117.7500,119.7300,117.3400,119.2700,32482500
20151124,118.8800,119.3500,117.1200,117.3300,42803200
20151125,118.0300,119.2300,117.9200,119.2100,21388300
20151127,117.8100,118.4100,117.6000,118.2900,13046400
20151130,118.3000,119.4100,117.7500,117.9900,39180300
20151201,117.3400,118.8100,116.8600,118.7500,34852400
20151202,116.2800,118.1100,116.0800,117.3400,33386600
20151203,115.2000,116.7900,114.2200,116.5500,41569500
20151204,119.0300,119.2500,115.1100,115.2900,57777000
20151207,118.2800,119.8600,117.8100,118.9800,32084200
20151208,118.2300,118.6000,116.8600,117.5200,34309500
20151209,115.6200,117.6900,115.0800,117.6400,46361400
20151210,116.1700,116.9400,115.5100,116.0400,29104200
20151211,113.1800,115.3900,112.8500,115.1900,46886200
20151214,112.4800,112.6800,109.7900,112.1800,64318700
20151215,110.4900,112.8000,110.3500,111.9400,53323100
20151216,111.3400,111.9900,108.8000,111.0700,56238500
20151217,108.9800,112.2500,108.9800,112.0200,44772800
20151218,106.0300,109.5200,105.8100,108.9100,96453296
20151221,107.3300,107.3700,105.5700,107.2800,47590600
20151222,107.2300,107.7200,106.4500,107.4000,32789400
20151223,108.6100,108.8500,107.2000,107.2700,32657400
20151224,108.0300,109.0000,107.9500,109.0000,13570400
20151228,106.8200,107.6900,106.1800,107.5900,26704200
20151229,108.7400,109.4300,106.8600,106.9600,30931200
20151230,107.3200,108.7000,107.1800,108.5800,25213800
20151231,105.2600,107.0300,104.8200,107.0100,40635300
20160104,105.3500,105.3700,102.0000,102.6100,67649400
20160105,102.7100,105.8500,102.4100,105.7500,55791000
20160106,100.7000,102.3700,99.8700,100.5600,68457400
20160107,96.4500,100.1300,96.4300,98.6800,81094400
20160108,96.9600,99.1100,96.7600,98.5500,70798000
20160111,98.5300,99.0600,97.3400,98.9700,49739400
20160112,99.9600,100.6900,98.8400,100.5500,49154200
20160113,97.3900,101.1900,97.3000,100.3200,62439600
20160114,99.5200,100.4800,95.7400,97.9600,63170100
20160115,97.1300,97.7100,95.3600,96.2000,79010000
20160119,96.6600,98.6500,95.5000,98.4100,53087700
20160120,96.7900,98.1900,93.4200,95.1000,72334400
20160121,96.3000,97.8800,94.9400,97.0600,52161500
20160122,101.4200,101.4600,98.3700,98.6300,65800500
20160125,99.4400,101.5300,99.2100,101.5200,51794500
20160126,99.9900,100.8800,98.0700,99.9300,75077000
20160127,93.4200,96.6300,93.3400,96.0400,133369696
20160128,94.0900,94.5200,92.3900,93.7900,55678800
20160129,97.3400,97.3400,94.3500,94.7900,64416500
20160201,96.4300,96.7100,95.4000,96.4700,40943500
20160202,94.4800,96.0400,94.2800,95.4200,37357200
20160203,96.3500,96.8400,94.0800,95.0000,45964300
20160204,96.6000,97.3300,95.1900,95.8600,46471700
20160205,94.0200,96.9200,93.6900,96.5200,46418100
20160208,95.0100,95.7000,93.0400,93.1300,54021400
20160209,94.9900,95.9400,93.9300,94.2900,44331200
20160210,94.2700,96.3500,94.1000,95.9200,42343600
